merchant_id,industry,tier,region,plan,tenure_months,avg_monthly_txn,avg_ticket_size,monthly_revenue,days_since_last_txn,revenue_trend_pct,support_tickets_90d,avg_resolution_hours,satisfaction_score,failed_payments_90d,account_manager_calls_90d,features_adopted,integration_active,churned
M102475,Retail,Small,East,Standard,48,51,140.87,7184.37,6,-21.1,4,10.5,5.8,2,2,8,1,1
M102476,Retail,Small,West,Plus,53,53,103.02,5460.06,75,16.4,3,16.6,4.4,1,0,5,1,1
M102477,Retail,Small,South,Premium,22,41,49.39,2024.99,28,16.0,1,18.9,4.8,0,2,3,1,0
M102478,Food & Beverage,Medium,South,Standard,12,253,127.1,32156.3,36,-18.8,1,8.0,7.8,0,3,8,0,0
M102479,Health,Enterprise,West,Standard,43,1477,72.02,106373.54,36,11.7,2,23.0,7.5,1,2,5,0,0
M102480,Services,Small,West,Standard,5,47,56.1,2636.7,21,7.8,0,24.3,5.6,1,1,5,1,0
M102481,Retail,Small,East,Standard,35,30,60.14,1804.2,11,23.6,0,9.0,6.5,0,0,2,1,0
M102482,Retail,Small,North,Premium,20,32,93.96,3006.72,4,50.6,5,15.0,7.8,0,1,5,1,0
M102483,Food & Beverage,Small,South,Plus,26,36,47.96,1726.56,6,15.6,2,7.8,7.5,1,1,2,0,1
M102484,eCommerce,Enterprise,South,Plus,49,937,40.41,37864.17,23,-12.2,1,12.1,8.9,1,0,4,1,1
M102485,Food & Beverage,Enterprise,East,Premium,59,717,35.09,25159.53,12,19.4,1,18.9,6.4,1,2,8,1,0
M102486,eCommerce,Enterprise,East,Premium,24,1520,66.78,101505.6,7,-19.9,1,24.3,5.1,1,1,8,1,0
M102487,eCommerce,Small,West,Plus,18,45,36.56,1645.2,19,51.9,1,5.3,9.1,0,1,4,1,0
M102488,Retail,Small,North,Standard,50,25,94.74,2368.5,21,-24.0,2,11.9,6.5,1,0,3,1,1
M102489,Services,Medium,South,Standard,25,202,47.29,9552.58,27,12.6,3,19.1,5.4,2,1,2,1,1
M102490,Health,Small,East,Standard,12,38,75.19,2857.22,8,3.0,2,4.1,8.8,0,2,2,1,0
M102491,Food & Beverage,Medium,West,Standard,54,234,106.29,24871.86,14,-6.1,6,7.4,9.5,3,2,5,0,1
M102492,Retail,Small,North,Standard,59,27,122.32,3302.64,8,-7.5,2,11.6,7.3,0,1,8,1,0
M102493,Travel,Small,West,Standard,18,25,62.95,1573.75,5,33.0,1,5.5,5.7,2,1,7,0,1
M102494,Travel,Medium,North,Standard,10,264,15.2,4012.8,32,15.5,1,4.9,9.8,0,0,3,0,1
M102495,Services,Small,North,Standard,10,23,15.75,362.25,31,-0.4,2,6.9,7.9,0,0,7,0,1
M102496,Services,Enterprise,West,Standard,36,1106,93.33,103222.98,3,41.1,3,8.1,7.5,1,1,4,1,0
M102497,Retail,Small,West,Standard,19,36,31.03,1117.08,16,0.4,2,15.2,6.2,0,1,6,1,1
M102498,eCommerce,Small,West,Standard,37,38,46.03,1749.14,36,19.2,3,4.4,9.2,0,1,3,1,0
M102499,Food & Beverage,Small,East,Standard,45,44,101.08,4447.52,27,-26.5,0,12.1,5.2,0,0,7,0,1
M102500,Retail,Small,East,Plus,1,70,40.72,2850.4,7,-25.3,3,10.8,5.1,0,1,4,0,1
M102501,eCommerce,Small,East,Plus,51,23,25.13,577.99,38,18.6,2,4.9,10.0,0,0,7,0,0
M102502,Health,Small,East,Standard,2,54,46.9,2532.6,36,9.8,3,18.2,5.3,2,1,2,0,1
M102503,eCommerce,Medium,East,Standard,7,91,83.48,7596.68,20,50.2,3,16.2,8.3,3,2,8,0,0
M102504,Retail,Enterprise,South,Standard,43,1954,40.25,78648.5,13,-12.5,2,7.3,9.4,1,0,4,0,1
M102505,Retail,Small,West,Standard,37,20,77.14,1542.8,7,17.9,2,16.3,7.1,1,2,6,1,0
M102506,Health,Small,South,Standard,58,94,25.61,2407.34,16,-2.4,0,21.9,5.1,0,0,5,1,1
M102507,Health,Small,East,Premium,34,35,34.480000000000004,1206.8,42,21.7,1,2.1,8.5,1,0,5,1,0
M102508,Services,Medium,East,Standard,25,346,47.3,16365.8,7,19.9,1,5.0,9.6,1,1,3,1,0
M102509,Services,Medium,East,Standard,40,322,108.52,34943.44,45,2.4,1,17.7,7.3,0,1,8,1,0
M102510,Food & Beverage,Small,East,Plus,45,34,43.26,1470.84,26,-13.3,1,9.4,5.9,0,1,2,1,1
M102511,Food & Beverage,Small,North,Plus,40,35,39.67,1388.45,16,-4.5,1,7.8,7.7,1,0,3,1,0
M102512,Retail,Small,South,Standard,22,30,39.77,1193.1,36,-21.5,2,18.1,4.5,2,2,4,1,0
M102513,Retail,Small,South,Standard,57,53,77.1,4086.3,15,11.0,5,11.8,5.5,1,1,4,0,1
M102514,Retail,Small,South,Premium,18,34,88.02,2992.68,14,-58.8,2,18.3,6.3,3,1,2,0,1
M102515,eCommerce,Enterprise,West,Standard,21,901,105.85,95370.85,31,-9.8,1,4.3,7.5,0,0,7,0,1
M102516,Retail,Small,West,Plus,17,48,153.31,7358.88,16,22.9,6,16.4,4.9,1,1,5,1,1
M102517,Retail,Small,East,Plus,18,29,67.03,1943.87,15,22.4,1,19.2,7.0,0,1,8,1,0
M102518,Services,Small,South,Standard,13,36,36.85,1326.6,10,-32.5,4,6.8,8.1,1,2,3,0,1
M102519,Retail,Medium,North,Plus,35,228,51.14,11659.92,13,15.8,1,5.7,7.0,0,0,4,1,0
M102520,Retail,Small,West,Standard,43,32,31.98,1023.36,48,-22.1,2,9.0,3.7,1,1,5,1,1
M102521,Services,Small,West,Standard,26,34,60.29,2049.86,1,-5.3,2,32.2,6.2,1,0,5,1,0
M102522,Food & Beverage,Small,South,Standard,55,68,35.16,2390.88,7,19.9,2,14.0,9.8,0,0,2,1,0
M102523,Services,Medium,West,Premium,28,205,105.5,21627.5,8,-18.5,1,3.8,8.1,1,1,7,1,0
M102524,Travel,Small,West,Standard,28,35,64.15,2245.25,14,34.4,2,35.5,5.8,0,2,8,1,0
M102525,Retail,Enterprise,East,Standard,5,1129,124.23,140255.67,13,8.7,3,31.6,5.4,4,0,5,1,0
M102526,Travel,Small,North,Premium,54,47,86.29,4055.63,18,13.2,1,12.2,7.9,1,0,4,1,0
M102527,Travel,Small,North,Standard,9,28,81.98,2295.44,2,26.7,2,42.0,5.8,0,2,4,0,0
M102528,eCommerce,Enterprise,West,Premium,10,1394,25.01,34863.94,18,22.6,0,5.4,8.5,0,0,1,1,0
M102529,Services,Medium,East,Plus,56,241,77.02,18561.82,48,20.7,4,12.2,5.2,0,1,1,1,1
M102530,Services,Small,North,Plus,31,21,151.49,3181.29,16,-11.5,1,5.0,7.5,0,0,3,1,0
M102531,Services,Medium,North,Plus,5,412,44.0,18128.0,13,-21.4,1,17.0,6.0,2,3,2,0,1
M102532,eCommerce,Small,West,Plus,27,67,96.73,6480.91,15,-3.2,0,35.4,6.4,0,2,3,0,0
M102533,Retail,Small,South,Standard,35,30,20.939999999999998,628.2,12,13.4,1,21.0,3.4,0,1,3,1,0
M102534,Health,Medium,South,Premium,1,149,29.28,4362.72,26,-25.3,0,4.1,6.8,2,0,2,1,1
M102535,Services,Medium,East,Premium,45,238,53.18,12656.84,20,15.8,1,6.9,8.1,0,1,4,1,0
M102536,eCommerce,Small,South,Premium,40,24,40.05,961.2,19,11.2,0,18.1,7.8,2,1,1,0,0
M102537,Food & Beverage,Medium,West,Plus,1,355,34.85,12371.75,36,-1.0,6,11.2,7.0,1,1,7,1,1
M102538,Retail,Small,East,Plus,37,34,40.16,1365.44,27,4.4,2,11.5,3.6,0,0,6,1,0
M102539,Services,Small,South,Plus,14,71,72.39,5139.69,1,4.4,2,4.2,8.4,0,1,2,1,0
M102540,Services,Enterprise,South,Standard,44,899,97.38,87544.62,11,12.7,0,7.3,9.8,1,3,2,1,0
M102541,Food & Beverage,Small,West,Standard,23,38,75.79,2880.02,5,19.4,1,12.1,5.7,1,1,1,1,1
M102542,Food & Beverage,Medium,East,Plus,12,343,78.22,26829.46,8,66.2,4,16.1,6.1,0,1,2,0,0
M102543,Retail,Medium,West,Plus,30,196,54.49,10680.04,10,6.7,2,16.8,8.1,0,1,5,0,0
M102544,Services,Medium,South,Standard,27,242,28.8,6969.6,8,-11.2,2,29.0,7.5,1,1,1,1,0
M102545,Food & Beverage,Small,North,Standard,21,59,52.09,3073.31,28,-38.9,2,23.1,8.2,0,1,1,0,0
M102546,Health,Enterprise,West,Plus,52,988,61.16,60426.08,24,-28.0,1,20.7,8.2,0,2,5,1,0
M102547,Retail,Medium,North,Standard,39,141,99.76,14066.16,11,-13.7,2,19.9,4.2,0,0,8,1,0
M102548,Food & Beverage,Medium,West,Premium,29,132,135.03,17823.96,24,18.2,2,13.9,6.1,0,1,4,1,0
M102549,Food & Beverage,Small,East,Plus,14,49,69.07,3384.43,22,-5.7,0,9.3,8.1,2,1,3,1,1
M102550,Services,Small,North,Standard,34,46,94.19,4332.74,17,11.9,0,21.5,6.4,0,1,7,1,0
M102551,Food & Beverage,Small,West,Standard,2,58,13.52,784.16,14,-13.1,0,17.9,7.3,2,2,7,0,1
M102552,Services,Small,North,Plus,53,36,46.84,1686.24,30,13.0,2,7.5,7.0,3,0,7,0,1
M102553,Health,Small,South,Standard,1,24,54.35,1304.4,15,22.2,2,17.7,6.0,1,0,4,1,1
M102554,Food & Beverage,Medium,South,Premium,42,97,74.72,7247.84,19,-5.8,2,14.0,6.5,2,1,1,0,1
M102555,eCommerce,Enterprise,East,Standard,21,3274,136.8,447883.2,18,12.6,2,16.1,5.0,0,0,8,1,0
M102556,Retail,Small,East,Standard,43,48,66.78999999999999,3205.92,10,-6.7,2,26.1,5.1,3,1,8,0,0
M102557,Retail,Small,East,Standard,22,42,19.35,812.7,10,-24.1,0,5.4,7.2,1,0,5,1,0
M102558,Food & Beverage,Medium,South,Plus,2,243,78.73,19131.39,13,15.2,3,8.5,7.1,2,1,7,1,1
M102559,Retail,Small,East,Premium,56,24,44.89,1077.36,27,12.1,2,14.9,7.8,0,2,8,1,0
M102560,Services,Enterprise,North,Premium,46,909,74.54,67756.86,14,16.1,6,13.1,6.5,0,1,1,1,0
M102561,Services,Small,East,Standard,3,74,82.3,6090.2,2,24.0,2,4.6,10.0,0,2,4,0,1
M102562,eCommerce,Small,North,Plus,2,50,18.560000000000002,928.0,20,-2.5,2,5.9,9.3,0,0,7,0,0
M102563,Services,Small,North,Standard,32,31,52.73,1634.63,10,-0.9,3,43.4,4.6,1,2,6,1,0
M102564,Services,Enterprise,East,Plus,57,781,53.85,42056.85,8,-3.3,0,10.9,7.4,1,1,1,1,0
M102565,Food & Beverage,Small,North,Premium,35,33,66.34,2189.22,25,10.6,2,18.0,8.6,1,0,1,1,1
M102566,Retail,Medium,West,Standard,1,197,36.42,7174.74,25,-0.1,5,14.5,5.8,0,1,3,1,1
M102567,Retail,Small,North,Premium,42,82,30.71,2518.22,17,5.8,3,25.7,5.1,0,0,4,1,1
M102568,Services,Small,North,Standard,26,37,135.56,5015.72,13,-12.9,1,2.1,9.6,1,0,1,1,1
M102569,Health,Enterprise,West,Standard,38,791,62.64,49548.24,11,-19.6,1,30.8,7.2,0,1,3,1,1
M102570,Retail,Small,North,Plus,21,39,32.61,1271.79,5,-17.0,4,15.5,8.5,1,0,5,0,1
M102571,Services,Small,West,Premium,1,44,40.7,1790.8,1,12.2,0,5.8,7.8,0,1,7,1,0
M102572,eCommerce,Small,South,Standard,2,26,139.02,3614.52,11,2.1,3,30.3,5.7,0,1,5,0,0
M102573,eCommerce,Medium,West,Plus,38,253,110.33,27913.49,12,-7.9,1,16.1,4.6,2,1,5,0,0
M102574,Services,Small,West,Standard,38,61,38.17,2328.37,7,17.6,1,10.7,7.3,1,1,6,0,0
M102575,Services,Small,North,Plus,20,42,29.05,1220.1,36,35.1,0,2.5,9.4,2,2,6,0,0
M102576,eCommerce,Enterprise,South,Plus,5,908,30.32,27530.56,10,-7.9,2,12.1,9.0,0,1,2,1,0
M102577,Travel,Medium,East,Standard,46,183,103.92,19017.36,17,-20.8,1,12.9,8.7,1,0,3,0,1
M102578,Retail,Medium,West,Plus,9,123,43.18,5311.14,20,23.8,2,15.3,8.1,1,1,1,1,1
M102579,Travel,Medium,North,Plus,12,210,22.39,4701.9,22,3.3,3,8.8,10.0,0,1,1,1,1
M102580,Retail,Medium,North,Plus,27,245,41.43,10150.35,9,-1.0,2,7.7,4.7,0,1,7,0,0
M102581,eCommerce,Small,South,Standard,43,29,65.94,1912.26,12,25.4,1,4.6,7.7,1,1,6,0,1
M102582,Retail,Small,North,Standard,59,79,52.2,4123.8,16,-2.8,4,10.5,5.6,0,0,6,0,0
M102583,Retail,Medium,South,Premium,37,290,111.37,32297.3,9,11.7,2,19.2,9.1,3,1,4,1,1
M102584,Retail,Medium,North,Plus,57,117,66.4,7768.8,33,6.5,0,34.2,5.0,1,2,1,1,0
M102585,Food & Beverage,Enterprise,West,Plus,39,645,71.52,46130.4,62,74.4,1,9.5,8.7,0,1,4,0,0
M102586,Food & Beverage,Medium,West,Plus,51,156,91.07,14206.92,19,0.0,1,14.4,6.2,1,2,2,0,0
M102587,Retail,Small,North,Plus,11,69,88.43,6101.67,19,23.6,0,3.2,8.1,1,1,8,0,1
M102588,Food & Beverage,Small,East,Standard,4,55,41.31,2272.05,32,-2.5,0,3.3,7.3,0,0,4,1,1
M102589,Food & Beverage,Medium,East,Standard,40,388,29.35,11387.8,27,12.9,1,22.4,6.5,1,0,1,1,0
M102590,eCommerce,Small,East,Plus,58,40,63.46,2538.4,15,-1.3,1,1.8,8.0,3,1,3,1,0
M102591,Travel,Medium,West,Standard,44,204,58.65,11964.6,46,20.5,0,15.0,8.3,0,0,6,1,0
M102592,Services,Medium,East,Standard,21,142,66.68,9468.56,10,0.9,3,19.1,6.5,1,0,4,0,0
M102593,Retail,Small,East,Plus,29,45,69.82,3141.9,26,14.1,2,24.0,7.8,1,1,1,1,0
M102594,Food & Beverage,Medium,North,Premium,7,205,129.92000000000002,26633.6,12,-13.6,1,15.0,8.5,1,3,3,1,1
M102595,Travel,Medium,North,Plus,21,203,47.83,9709.49,21,-14.5,0,2.4,6.8,1,1,6,1,0
M102596,Retail,Enterprise,East,Standard,41,2114,71.37,150876.18,11,-38.4,2,27.5,9.2,2,2,5,1,1
M102597,Food & Beverage,Small,West,Premium,10,38,29.28,1112.64,45,11.0,2,9.0,8.3,0,1,5,1,0
M102598,Health,Medium,South,Standard,29,351,34.82,12221.82,33,-11.3,3,27.4,5.5,1,3,6,1,0
M102599,Health,Small,East,Standard,18,23,56.6,1301.8,20,51.3,1,21.4,7.5,0,0,6,0,0
M102600,Food & Beverage,Small,North,Premium,29,102,31.94,3257.88,28,-7.4,3,17.0,8.4,0,1,4,0,0
M102601,Services,Small,South,Plus,46,35,79.57,2784.95,7,30.4,1,21.6,7.5,1,2,7,1,0
M102602,Food & Beverage,Enterprise,West,Premium,53,1537,73.08,112323.96,4,28.2,4,32.3,6.3,0,2,8,0,0
M102603,eCommerce,Enterprise,East,Plus,25,1625,38.47,62513.75,9,-2.4,4,19.8,1.1,1,0,2,0,0
M102604,Retail,Small,North,Plus,49,34,49.81,1693.54,44,-13.2,3,22.3,4.9,1,2,6,0,0
M102605,Retail,Medium,West,Standard,42,293,104.51,30621.43,11,0.0,0,4.6,8.5,1,0,3,1,0
M102606,Services,Small,West,Standard,55,54,63.04,3404.16,29,28.0,1,18.9,5.1,2,1,1,1,1
M102607,Retail,Medium,South,Premium,44,171,171.66,29353.86,13,53.3,0,4.5,8.2,1,0,3,1,0
M102608,Services,Small,South,Premium,33,31,49.83,1544.73,14,-24.2,2,14.8,8.3,2,4,8,1,0
M102609,Food & Beverage,Medium,East,Standard,40,224,53.15,11905.6,11,3.3,2,8.3,7.0,1,1,5,0,0
M102610,Travel,Small,West,Standard,19,38,56.6,2150.8,11,-10.3,3,10.8,4.2,0,3,4,1,1
M102611,eCommerce,Medium,South,Standard,40,358,20.740000000000002,7424.92,27,-5.0,0,30.0,4.9,0,2,3,1,0
M102612,Food & Beverage,Small,North,Standard,42,51,51.77,2640.27,11,40.6,1,11.7,8.1,0,1,5,0,0
M102613,eCommerce,Medium,North,Premium,37,215,50.76,10913.4,11,-13.9,3,15.9,8.8,2,2,5,1,1
M102614,Retail,Medium,West,Standard,7,272,83.58,22733.76,16,-32.4,1,19.5,3.3,0,0,4,0,1
M102615,Food & Beverage,Small,West,Standard,31,20,106.84,2136.8,12,7.4,3,15.2,7.0,0,2,4,1,1
M102616,Retail,Small,West,Premium,42,32,47.42,1517.44,8,11.4,1,18.7,4.3,1,0,6,1,1
M102617,Travel,Medium,North,Plus,12,243,15.15,3681.45,25,-6.3,1,19.9,6.7,1,0,5,1,0
M102618,eCommerce,Medium,North,Standard,47,325,61.53,19997.25,18,-12.0,2,9.1,6.9,1,1,1,1,1
M102619,Travel,Small,South,Standard,50,43,31.71,1363.53,10,6.5,1,5.0,10.0,3,0,3,1,0
M102620,Travel,Small,North,Standard,32,67,64.58,4326.86,8,-26.7,2,13.9,6.0,1,1,1,0,1
M102621,Health,Small,South,Standard,57,54,63.64,3436.56,32,12.3,2,9.6,8.8,2,3,8,1,0
M102622,Retail,Medium,East,Standard,51,185,36.8,6808.0,5,-4.6,3,23.5,8.0,1,0,3,1,0
M102623,Health,Medium,South,Standard,28,209,61.81,12918.29,23,33.5,1,8.6,6.9,0,1,8,1,0
M102624,Services,Small,North,Standard,53,46,22.84,1050.64,2,10.0,2,29.7,6.3,0,1,2,1,0
M102625,Food & Beverage,Medium,South,Standard,56,188,66.8,12558.4,17,-0.4,2,30.5,6.1,0,2,3,0,0
M102626,Services,Medium,East,Standard,7,376,87.92,33057.92,17,-2.1,0,25.7,5.1,1,2,4,1,1
M102627,Food & Beverage,Medium,East,Premium,59,149,74.89,11158.61,4,-39.5,3,20.0,5.3,0,1,8,0,1
M102628,Food & Beverage,Small,South,Standard,1,45,41.85,1883.25,5,0.3,3,9.7,6.5,0,0,1,0,0
M102629,Retail,Small,South,Standard,29,52,84.35,4386.2,18,-1.5,4,13.0,5.1,0,2,7,0,1
M102630,Retail,Small,East,Premium,56,36,79.12,2848.32,5,4.1,1,17.4,5.9,0,3,6,0,0
M102631,Food & Beverage,Small,North,Standard,43,33,81.1,2676.3,37,-1.2,1,10.8,6.7,1,2,2,1,0
M102632,Travel,Small,West,Standard,16,39,113.9,4442.1,10,34.4,1,10.3,7.3,1,1,7,1,1
M102633,Services,Small,West,Premium,38,53,70.33,3727.49,41,-2.9,1,27.8,6.9,0,0,5,1,1
M102634,Services,Small,North,Plus,13,34,29.86,1015.24,35,-15.6,0,3.0,7.1,0,4,5,1,0
M102635,Food & Beverage,Medium,West,Standard,14,151,32.870000000000005,4963.37,14,-33.6,1,18.1,5.5,0,2,4,1,0
M102636,Food & Beverage,Small,North,Plus,54,60,70.36,4221.6,18,-6.8,2,17.9,7.4,2,2,4,0,1
M102637,Retail,Medium,South,Plus,3,253,18.9,4781.7,31,-20.0,4,16.9,8.0,2,0,7,1,1
M102638,eCommerce,Small,East,Standard,57,57,51.31,2924.67,6,-25.6,2,6.7,6.5,0,1,8,1,0
M102639,Retail,Medium,South,Standard,27,287,46.0,13202.0,11,-3.9,3,11.9,5.4,0,2,8,0,0
M102640,eCommerce,Small,North,Standard,4,86,77.86,6695.96,41,28.0,2,14.3,6.2,0,0,3,1,1
M102641,eCommerce,Medium,North,Plus,47,325,26.7,8677.5,29,23.6,3,7.5,6.9,0,1,5,1,0
M102642,Services,Medium,East,Standard,3,171,78.71,13459.41,13,-25.2,2,25.5,8.2,1,0,8,1,1
M102643,Travel,Small,North,Standard,20,47,49.61,2331.67,18,3.8,1,12.2,8.1,0,1,6,1,1
M102644,Food & Beverage,Medium,South,Plus,15,181,67.82,12275.42,9,12.3,0,10.3,7.1,1,1,1,1,1
M102645,Travel,Small,South,Premium,47,34,28.08,954.72,12,15.9,3,21.3,9.6,1,2,6,1,1
M102646,eCommerce,Medium,West,Standard,24,134,80.4,10773.6,23,38.3,2,32.9,5.9,0,1,5,1,0
M102647,eCommerce,Small,West,Standard,39,36,96.42,3471.12,12,-22.7,4,13.0,9.2,0,1,4,1,1
M102648,Services,Small,West,Standard,5,48,251.78,12085.44,25,-16.5,5,9.5,9.1,1,4,1,0,1
M102649,eCommerce,Small,East,Plus,42,39,65.37,2549.43,5,-11.6,2,35.4,7.7,1,0,4,1,0
M102650,Health,Enterprise,East,Standard,42,817,94.56,77255.52,23,11.1,5,18.9,7.2,2,0,7,1,1
M102651,Food & Beverage,Small,South,Premium,17,23,31.88,733.24,7,-56.9,2,44.2,5.6,1,1,5,1,1
M102652,eCommerce,Medium,North,Standard,52,461,110.56,50968.16,14,-2.0,2,30.1,6.1,0,3,3,1,0
M102653,eCommerce,Small,West,Standard,28,45,23.8,1071.0,9,-36.2,3,9.1,8.5,1,0,7,1,0
M102654,Food & Beverage,Small,South,Standard,40,30,134.52,4035.6,23,2.9,2,11.8,5.7,1,0,4,1,1
M102655,Travel,Small,South,Standard,11,47,61.82,2905.54,5,48.5,2,3.0,7.0,0,0,6,1,0
M102656,Food & Beverage,Enterprise,North,Standard,56,2582,25.13,64885.66,26,22.8,6,13.2,9.6,0,1,1,1,0
M102657,Services,Medium,South,Plus,15,273,46.72,12754.56,15,-24.0,0,2.9,8.5,2,2,2,0,1
M102658,Retail,Small,East,Standard,37,15,94.01,1410.15,13,-6.2,0,6.5,8.8,2,1,2,1,1
M102659,Retail,Medium,South,Plus,6,557,51.86,28886.02,10,-16.6,2,4.3,5.4,1,2,2,1,1
M102660,eCommerce,Small,East,Standard,3,21,51.47,1080.87,11,31.5,1,6.2,6.6,1,1,4,1,1
M102661,Food & Beverage,Small,North,Plus,8,37,89.32,3304.84,35,-45.4,2,8.7,7.7,1,0,4,0,1
M102662,Food & Beverage,Small,North,Standard,56,27,54.3,1466.1,9,-6.7,1,11.5,7.0,1,3,1,1,0
M102663,Retail,Small,West,Plus,13,31,106.79,3310.49,35,-12.3,3,6.0,5.3,0,1,6,0,0
M102664,Food & Beverage,Small,South,Standard,52,44,41.11,1808.84,43,-22.8,2,26.2,7.5,1,1,4,1,1
M102665,eCommerce,Medium,South,Premium,35,107,19.75,2113.25,13,39.5,0,6.1,9.0,0,4,4,1,0
M102666,Travel,Small,South,Premium,6,39,56.07,2186.73,4,-31.5,0,13.5,6.5,0,0,2,1,1
M102667,Retail,Enterprise,East,Plus,27,1793,59.82,107257.26,29,-23.3,1,7.1,8.5,1,3,4,1,1
M102668,Services,Medium,East,Premium,29,164,40.22,6596.08,29,38.1,0,10.8,10.0,0,0,2,0,0
M102669,Food & Beverage,Medium,South,Standard,16,135,66.77000000000001,9013.95,35,0.8,0,10.0,9.5,1,1,8,1,0
M102670,Services,Medium,West,Plus,36,210,21.66,4548.6,15,-0.9,3,28.2,5.8,2,1,5,1,0
M102671,Food & Beverage,Medium,West,Standard,51,195,67.83,13226.85,19,-10.8,0,8.7,5.4,0,2,7,0,0
M102672,Food & Beverage,Small,North,Premium,53,32,29.01,928.32,11,3.0,1,10.3,7.5,0,2,7,0,0
M102673,Food & Beverage,Small,East,Standard,31,26,25.08,652.08,11,-6.4,4,8.9,10.0,1,1,4,1,0
M102674,Services,Small,West,Standard,53,48,58.9,2827.2,19,-13.2,2,4.3,9.5,1,0,4,1,0
M102675,Services,Enterprise,South,Plus,55,1478,23.94,35383.32,31,-27.8,1,14.1,6.9,0,1,6,1,0
M102676,Food & Beverage,Small,North,Standard,6,28,16.17,452.76,27,3.9,2,15.5,9.3,0,2,4,1,1
M102677,eCommerce,Medium,North,Plus,38,159,72.79,11573.61,16,-10.1,2,14.4,8.7,0,0,4,1,1
M102678,eCommerce,Medium,East,Standard,46,231,30.93,7144.83,33,-7.3,1,21.6,3.5,3,2,4,1,1
M102679,Food & Beverage,Small,West,Plus,1,29,76.92,2230.68,5,17.5,0,10.2,8.8,1,1,5,1,0
M102680,eCommerce,Medium,North,Premium,36,234,48.54,11358.36,66,-8.1,0,7.4,7.4,2,0,1,1,0
M102681,Travel,Small,East,Plus,54,67,58.87,3944.29,6,0.6,1,13.0,5.6,0,1,3,1,0
M102682,Retail,Small,South,Standard,16,39,94.82,3697.98,15,39.8,1,10.1,7.2,2,0,6,1,0
M102683,Services,Medium,South,Standard,51,144,70.64,10172.16,18,11.4,0,2.8,8.1,2,1,4,1,0
M102684,Food & Beverage,Small,East,Standard,56,46,77.82,3579.72,19,-8.9,3,25.5,5.1,0,1,6,1,0
M102685,eCommerce,Small,West,Standard,38,38,76.28,2898.64,31,-21.1,3,9.5,6.9,0,2,6,1,1
M102686,Retail,Small,North,Plus,38,38,38.12,1448.56,8,0.1,1,10.6,6.5,1,0,3,1,0
M102687,Services,Small,North,Standard,32,47,68.91,3238.77,20,20.3,2,8.8,8.4,1,1,4,0,1
M102688,Retail,Medium,South,Standard,25,280,33.21,9298.8,25,-10.0,4,29.2,5.7,0,0,1,1,1
M102689,Services,Enterprise,South,Standard,27,1215,69.0,83835.0,34,2.0,2,9.0,4.4,0,0,7,1,0
M102690,Health,Small,East,Premium,31,39,47.26,1843.14,13,-10.5,3,30.7,5.3,0,0,4,1,1
M102691,Food & Beverage,Small,East,Standard,29,82,52.74,4324.68,17,-6.0,2,7.8,5.7,3,3,3,1,0
M102692,Travel,Small,North,Standard,49,61,126.29,7703.69,16,-25.1,0,17.0,4.7,0,1,5,0,1
M102693,Health,Medium,South,Standard,46,295,74.55,21992.25,24,7.6,3,12.7,8.9,0,1,1,0,0
M102694,Travel,Medium,East,Standard,21,230,39.77,9147.1,24,4.8,2,4.7,8.7,1,1,4,1,0
M102695,Retail,Small,South,Premium,31,28,21.58,604.24,12,34.1,0,26.4,4.7,0,1,8,1,0
M102696,eCommerce,Small,East,Standard,13,59,59.91,3534.69,15,4.0,1,6.3,5.3,3,1,4,1,1
M102697,Retail,Enterprise,South,Plus,11,1262,23.2,29278.4,16,-14.1,3,11.2,6.9,0,2,3,1,1
M102698,Food & Beverage,Medium,South,Plus,22,180,135.05,24309.0,7,33.5,0,12.7,4.8,1,0,4,1,0
M102699,Travel,Small,North,Plus,4,37,53.58,1982.46,21,9.6,1,4.7,7.0,0,2,3,0,1
M102700,eCommerce,Medium,North,Plus,51,157,89.75,14090.75,20,5.7,2,8.2,7.3,1,0,2,1,0
M102701,Services,Small,North,Plus,8,58,26.0,1508.0,7,1.2,1,9.7,7.6,0,1,4,1,1
M102702,Food & Beverage,Small,East,Standard,20,51,73.52,3749.52,22,4.9,2,4.5,7.9,0,0,6,1,0
M102703,eCommerce,Medium,North,Standard,15,234,99.9,23376.6,72,-17.5,0,11.8,5.8,0,2,2,0,1
M102704,eCommerce,Small,East,Plus,13,39,76.79,2994.81,9,-0.4,2,5.6,7.4,0,0,2,0,1
M102705,Food & Beverage,Small,West,Plus,22,32,86.11,2755.52,7,-3.4,1,17.9,8.8,1,0,6,1,0
M102706,Travel,Enterprise,East,Plus,43,569,69.91,39778.79,25,9.3,3,25.7,3.0,0,0,5,1,0
M102707,Retail,Medium,East,Standard,53,134,44.89,6015.26,12,26.0,2,19.9,7.1,0,1,3,1,1
M102708,Retail,Small,North,Standard,12,31,33.980000000000004,1053.38,31,22.7,2,21.6,4.6,0,0,7,1,1
M102709,Services,Medium,South,Standard,15,161,37.09,5971.49,15,12.7,2,10.6,9.3,0,2,8,1,0
M102710,Health,Medium,West,Standard,28,243,136.8,33242.4,10,-36.5,2,5.2,8.6,0,2,7,1,0
M102711,Retail,Medium,South,Standard,19,292,63.37,18504.04,15,-8.1,5,27.4,7.5,2,1,3,0,0
M102712,Retail,Enterprise,West,Standard,48,1147,104.99,120423.53,24,-38.7,0,5.9,5.9,0,1,8,1,0
